ReviewTitle,ReviewBody,ReviewStar,Product,Dominant_topic,Percent,Processed_text,Keywords
Another quality product from Sennheiser.,if ur looking small details sound required bass go itbecause provides u balanced sound,5,Sennheiser CX 6.0BT,1,0.706,"['detail', 'bass', 'go', 'itbecause', 'sound']",bass cancellation clarity earphone headphone music noise quality sound voice
Worth it,good quality durability products buying price totally worth,4,Sennheiser CX 6.0BT,2,0.625,"['quality', 'durability', 'product', 'price']",base bass brand durability earphone jbl price quality range sound
Value for Money,this 5th sennheiser product i always happy brand particular i got i paid it true value money,5,Sennheiser CX 6.0BT,0,0.665,"['product', 'brand', 'value', 'money']",battery call day hour life money music product quality use
Mic big issue,1 difficult connect phone takes time setting connect phone mic big issue caller phone able hear speaking clear,2,Sennheiser CX 6.0BT,3,0.717,"['connect', 'phone', 'time', 'phone', 'issue', 'caller', 'phone']",device ear issue month phone product service time warranty year
Just go for it,comes ear buds 3 sizes sound quality yummy i would highly recommend buying another one gift friend just go want good music mic single button helps case going next trackprevious track pausingwould given 6 volume controls none less amazing,5,Sennheiser CX 6.0BT,4,0.373,"['ear', 'bud', 'quality', 'yummy', 'gift', 'friend', 'music', 'button', 'case', 'track', 'volume', 'none']",button cable earphone month side speaker use volume wire work
Good but not durable,it good perspective except durable expected since i previous head phone 2 years sound stopped coming one side,5,Sennheiser CX 6.0BT,2,0.257,"['perspective', 'head', 'phone', 'year', 'sound', 'side']",base bass brand durability earphone jbl price quality range sound
Be careful what you chose,this ok i think cx213 way good cx275s if flexi budget would recommend buy cx30 thisor go cx213build quality par cant listen full keys reverbs lot,3,Sennheiser CX 6.0BT,0,0.497,"['way', 'cx275s', 'flexi', 'budget', 'cx30', 'thisor', 'quality', 'par', 'key', 'lot']",battery call day hour life money music product quality use
Good product,the sound quality great distortion a little noise comes driving two wheeler even helmet the bass great compared lower range earphones although good product,4,Sennheiser CX 6.0BT,1,0.33,"['quality', 'distortion', 'noise', 'wheeler', 'bass', 'range', 'earphone', 'product']",bass cancellation clarity earphone headphone music noise quality sound voice
Not bad at all,the quality product really good i really liked noise cancellation i expecting even price range,4,Sennheiser CX 6.0BT,2,0.411,"['quality', 'product', 'noise', 'cancellation', 'price', 'range']",base bass brand durability earphone jbl price quality range sound
The sound is great and it's noise cancellation is good,the sound great noise cancellation good i cannot hear damn thing background im listening musiccould given volume controls control pads and i like hands free calling i talk mic i also need listen self conversate properly i cannot inear plugs stick ears stop sound entering earsall inear headphones make great headset listening music great hands free calling,3,Sennheiser CX 6.0BT,1,0.498,"['noise', 'cancellation', 'good', 'thing', 'background', 'volume', 'control', 'pad', 'hand', 'talk', 'mic', 'self', 'plug', 'ear', 'inear', 'headphone', 'headset', 'music', 'hand']",bass cancellation clarity earphone headphone music noise quality sound voice
"Lightweight, comfortable and sounds good",lightweight comfortable sounds good but wires thin fragile may last long roughly used,4,Sennheiser CX 6.0BT,4,0.559,"['wire', 'fragile']",button cable earphone month side speaker use volume wire work
Sennheiser CX 275 S,i bought aug 2017 great sound worked of late left ear bud stopped sounding have tweeted sennheiser replacement,4,Sennheiser CX 6.0BT,3,0.534,"['sound', 'ear', 'replacement']",device ear issue month phone product service time warranty year
Jack damage,build quality earphone cheapu take care earphone like childbut sound brilliantn jack good youve n insert jack n working phones,2,Sennheiser CX 6.0BT,1,0.375,"['quality', 'earphone', 'care', 'earphone', 'insert', 'phone']",bass cancellation clarity earphone headphone music noise quality sound voice
Great earphones,these greates ear phones i ever i wanted keep review short sweetstarting physical appearance wire thin even fragile the grooves pods perfect made well adjust ear they great sense music highly recommended music freakscaution you cant even hear 0001 outside noise,5,Sennheiser CX 6.0BT,1,0.377,"['greate', 'phone', 'appearance', 'wire', 'groove', 'pod', 'ear', 'sense', 'music', 'music', 'freakscaution', 'noise']",bass cancellation clarity earphone headphone music noise quality sound voice
Poor product,not comfortable wear sound quality average good product buyi used sennheiser products earlier one crap,2,Sennheiser CX 6.0BT,0,0.568,"['quality', 'product', 'buyi', 'product', 'crap']",battery call day hour life money music product quality use
"Check for duplicate, only a duplicate will give you 15 days warranty",it duplicate product original product volume switch would get faulty within 6 months sparingly used earphone,2,Sennheiser CX 6.0BT,4,0.583,"['product', 'product', 'volume', 'switch', 'month', 'earphone']",button cable earphone month side speaker use volume wire work
another best sennheiser headphone,i loved product the packaging really good i got extra item box bass really good headphone mic works,5,Sennheiser CX 6.0BT,0,0.421,"['product', 'packaging', 'item', 'box', 'bass', 'headphone', 'work']",battery call day hour life money music product quality use
Decent earphones at valuable price,i using ear phones 3 years they highly durable sure sound quality good not great overall someone looking decent earphones great buy,4,Sennheiser CX 6.0BT,3,0.476,"['ear', 'phone', 'year', 'quality', 'earphone', 'buy']",device ear issue month phone product service time warranty year
Best buy for Earphones with a mic,if youre looking inear plugin earphones microphone around rs 1500 close eyes buy one high tech sound quality clear microphone the earphones look cool well specially along pouch provide freeclosest competitor would jbl t200asennheiser wins terms looks sound quality durability,4,Sennheiser CX 6.0BT,2,0.648,"['inear', 'plugin', 'earphone', 'eye', 'tech', 'sound', 'quality', 'microphone', 'earphone', 'pouch', 'competitor', 't200asennheiser', 'term', 'quality', 'durability']",base bass brand durability earphone jbl price quality range sound
JUST BUY IT...!!!,ohhits mind blowingif want something change mood plug inthere gogreat sound qualityclarityn bass lift u upnoise cancellation best heregreen flaggo,4,Sennheiser CX 6.0BT,1,0.846,"['mind', 'blowingif', 'mood', 'gogreat', 'bass', 'lift', 'upnoise', 'cancellation', 'flaggo']",bass cancellation clarity earphone headphone music noise quality sound voice
The Best in class,awesome product worth money paidall thought warranty 2 years makes much sense company sidehandy product keep good work sennheiser amazon,5,Sennheiser CX 6.0BT,3,0.417,"['product', 'money', 'warranty', 'year', 'sense', 'company', 'sidehandy', 'product', 'work']",device ear issue month phone product service time warranty year
Very good and nice value for money,really good mistakes i kept inside pant washed took used nice good value money,5,Sennheiser CX 6.0BT,0,0.467,"['mistake', 'pant', 'value', 'money']",battery call day hour life money music product quality use
Adjustable product...,good soundpowerful bassroom stylewire goodi feel voice goodfor general use best but regular use good,5,Sennheiser CX 6.0BT,0,0.478,"['bassroom', 'stylewire', 'voice', 'use', 'use', 'good']",battery call day hour life money music product quality use
Top Notch,loved sound clarity better skull candy phillips creative earphones i used the noise cancellation needs special mention the cover provided pack also comes handy,5,Sennheiser CX 6.0BT,1,0.558,"['sound', 'clarity', 'candy', 'phillip', 'earphone', 'noise', 'cancellation', 'mention', 'cover', 'pack']",bass cancellation clarity earphone headphone music noise quality sound voice
Best earphone under Rs 2000,loud clear makes feel every beat songmusic goes another level,5,Sennheiser CX 6.0BT,4,0.541,"['make', 'songmusic', 'level']",button cable earphone month side speaker use volume wire work
Value for money. Works well,value money works well sounds well,4,Sennheiser CX 6.0BT,0,0.778,"['value', 'money']",battery call day hour life money music product quality use
Good bass and sound is ok,good bass sound ok but using rha 390 sony xb55 cx275 looked pretty ordinary,4,Sennheiser CX 6.0BT,1,0.742,"['bass', 'sound']",bass cancellation clarity earphone headphone music noise quality sound voice
DON'T BUY,bass poor sound quality poor mic working well even jack hand free loose totally dissatisfied product plz dont buy product return policy,1,Sennheiser CX 6.0BT,1,0.379,"['bass', 'sound', 'quality', 'product', 'product', 'return', 'policy']",bass cancellation clarity earphone headphone music noise quality sound voice
loved it,using since last 2 year best buy earphone,5,Sennheiser CX 6.0BT,3,0.439,"['year', 'earphone']",device ear issue month phone product service time warranty year
"Worth the price, go for it!",its second sennheiser earphones last one also model i lost itif i ordered product know i really good worth price,5,Sennheiser CX 6.0BT,2,0.524,"['earphone', 'model', 'itif', 'product', 'price']",base bass brand durability earphone jbl price quality range sound
Over all good earphones. Mic integration works well with my nexus ...,over good earphonesmic integration works well nexus 4 bass extraordinary par considering price sound crisp clear except instances bass overshadows mid frequencies,4,Sennheiser CX 6.0BT,2,0.515,"['integration', 'bass', 'par', 'price', 'sound', 'instance', 'frequency']",base bass brand durability earphone jbl price quality range sound
Good quality for voice calls and decent for music,good quality voice calls decent music not heavy bass like sony headphone but surely worth money build quality superb,4,Sennheiser CX 6.0BT,1,0.722,"['quality', 'voice', 'music', 'bass', 'money', 'quality', 'superb']",bass cancellation clarity earphone headphone music noise quality sound voice
No good for oneplus 3t,the mic supporting oneplus 3t i reconnect nd nd unless works,1,Sennheiser CX 6.0BT,2,0.392,"['oneplus', 'nd']",base bass brand durability earphone jbl price quality range sound
